Round,Table,Players,Decks,Winner
Round 9,48,"taiyo ishii He/Him
Kenichiro Omori He/Him","Izzet
Izzet Spellementals",taiyo ishii won 2-1-0
Round 9,49,"sintarou yamada
Masaki Oi","Izzet Prowess
Izzet Prowess",Masaki Oi won 2-1-0
Round 9,50,"Shingo Takada He/Him
Masaki Ooura","Izzet Elementals
Izzet Prowess",Shingo Takada won 2-1-0
Round 9,51,"Marei Okamura
ryuichiro ishida He/Him","Sultai Control
Selesnya Rhythm",Marei Okamura won 2-0-0
Round 9,52,"Haruka Murano He/They
RIKI KAMO He/Him","Dimir Excruciator
Mono-Green Landfall",Haruka Murano won 2-1-0
Round 9,53,"Gaku Oohashi
takahiro yamaguchi","Selesnya Landfall
Izzet Lessons",Gaku Oohashi won 2-0-0
Round 9,54,"Masahiko Noguchi
naoto yamane","Selesnya Landfall
Selesnya Ouroboroid",Masahiko Noguchi won 2-1-0
Round 9,55,"grodri1999
Hiroaki Taniguchi He/Him","Bant Rhythm
Golgari Midrange",grodri1999 won 2-0-0
Round 9,56,"Hojun Yoon
shinichiro watanabe","Izzet Aggro
Temur Prowess",Hojun Yoon won 2-1-0
Round 9,57,"Shimpo Kosuke
Dod2gaia He/Him","Izzet Prowess
Jeskai Control",Shimpo Kosuke won 2-1-0
Round 9,58,"Akinori Hishida
taegyun lim","Selesnya
Grixis Midrange",taegyun lim won 2-1-0
Round 9,59,"Daichi Takemura Other
Shintaro Kurata","Selesnya Ouroboroid
Izzet Aggro",Daichi Takemura won 2-0-0
Round 9,60,"whiteLeghorn He/Him
naoki kamizono","Temur Tempo
Temur Prowess",naoki kamizono won 2-1-0
Round 9,61,"kento shiraki He/Him
Hideki Yoshioka He/Him","Selesnya Landfall
Azorius Flash",Hideki Yoshioka won 2-1-0
Round 9,62,"Tetsu Kawaguchi
HIDEYUKI ICHIKAWA","W-U-B-R Control
Izzet Prowess",HIDEYUKI ICHIKAWA won 2-0-0
Round 9,63,"Shunsuke Kimura He/Him
Tomoya Kobayashi","Sultai Control
Izzet Control",Tomoya Kobayashi won 2-0-0
Round 9,64,"ryo kasuga
Takehito Kawakami","Selesnya Landfall
Jeskai Control",ryo kasuga won 2-1-0
Round 9,65,"Tomoya Tanaka
NOBUAKI JINBA Other","Izzet Prowess
Temur Omniscience",Tomoya Tanaka won 2-1-0
Round 9,66,"ERISON
Toru Yanagisaka","Mono-White Tokens
Dimir Combo",ERISON won 2-1-0
Round 9,67,"SHUNICHI NAKASHIMA
maegawa","Selesnya Ouroboroid
Selesnya Aggro",maegawa won 2-0-0
Round 9,68,"Kotaro Takahashi
naoya okamura He/Him","Selesnya Landfall
Izzet Elementals",1-1-0 Draw
Round 9,69,"RYUJI INOUE
藤垣 琢矢 He/Him","Izzet Aggro
Mono-Green Aggro",藤垣 琢矢 won 2-1-0
Round 9,70,"IchiwakiFumihiro
Tamon","Jeskai Control
Dimir Excruciator",Tamon won 2-1-0
Round 9,71,"hirofumi nakamatsu
shintarou yoshida He/Him","Temur Aggro
Jeskai Control",hirofumi nakamatsu won 2-1-0
Round 9,72,"Taichi Akiyama
Masayasu","Azorius Tempo
Izzet Elementals",Masayasu won 2-1-0
Round 9,73,"Eisuke Oono He/Him
HARUKA KAWANOBE","Selesnya Landfall
Izzet Midrange",Eisuke Oono won 2-1-0
Round 9,74,"Ryosuke Okada He/Him
emotosatoshi","Izzet Aggro
Temur Prowess",emotosatoshi won 2-1-0
Round 9,75,"TATSURO ASANO
genki ogino","Izzet Prowess
Izzet Aggro",TATSURO ASANO won 2-0-0
Round 9,76,"Tetsuji Yamamoto
Miyanishi Makoto He/Him","Golgari Midrange
Izzet Prowess",Miyanishi Makoto won 2-0-0
Round 9,77,"YutaYamada
Katsuki Fukumoto He/Him","Izzet Prowess
Selesnya Landfall",Katsuki Fukumoto won 2-1-0
Round 9,78,"Yuya Mizuno He/Him
Hasedaigo","Selesnya Landfall
Izzet Aggro",Hasedaigo won 2-0-0
Round 9,79,"Hiroki Toyota
TOYOSHIMAYUMA He/Him","Mono-Green Landfall
Jeskai Artifacts",Hiroki Toyota won 2-1-0
Round 9,80,"Shogo Kajita
Leo Isogaya","U-B-R-G Reanimator
Izzet Lessons",Shogo Kajita won 2-0-0
Round 9,81,"IngyunAhn He/Him
yuuji yoshida","Izzet Prowess
Temur Aggro",yuuji yoshida won 2-1-0
Round 9,82,"RyosukeHayashi
Ryutarou Machida","Temur Midrange
Jeskai Control",Ryutarou Machida won 2-1-0
Round 9,83,"Masayoshi Yoshida
Yosuke Hieda He/They","Selesnya Landfall
W-U-B-R Control",Masayoshi Yoshida won 2-0-0
Round 9,84,"HYUNDEOK JANG He/Him
Shunsuke Nose He/Him","Boros Dragons
Izzet Monument",Shunsuke Nose won 2-1-0
Round 9,85,"yamamotoatsushi
takayukikumakura","Mono-Green Landfall
Dimir Demons",yamamotoatsushi won 2-0-0
Round 9,86,"Shicheng Peng
syuhei nakayama","Jeskai Control
Izzet Prowess",syuhei nakayama won 2-1-0
Round 9,87,"tanono
Taiki Kageyama","Mardu Monument
Temur Prowess",tanono won 2-0-0
Round 9,88,"Yuki Wada
Haruka Ookura","Mono-Red Aggro
Selesnya Landfall",Haruka Ookura won 2-0-0
Round 9,89,"GonTV He/Him
Kazuaki WATANABE They/Them","Dimir Excruciator
Selesnya Landfall",GonTV won 2-1-0
Round 9,90,"JunSatoX1
yohei hoshino","Boros Tokens
Temur Prowess",JunSatoX1 won 2-0-0
Round 9,91,"Ryota Ishikawa
MASATO YAMADE","Selesnya Landfall
Izzet Spellementals",MASATO YAMADE won 2-0-0
Round 9,92,"HataRyushi
MAIMScrubs","Temur Aggro
Selesnya Landfall",MAIMScrubs won 2-1-0
Round 9,93,"Ryo Inazawa He/Him
suganumakatuhiro","Selesnya Landfall
Grixis Reanimator",1-1-0 Draw
Round 10,-,yohei hoshino,Temur Prowess,yohei hoshino was assigned a bye
Round 10,1,"ReiSakano Other
MASAHIDE MORIYAMA","Jeskai Control
Izzet Spellementals",ReiSakano won 2-0-0
Round 10,2,"akira ishikawa
Masataka Hori","Selesnya Landfall
Selesnya Ouroboroid",Masataka Hori won 2-0-0
Round 10,3,"Yoshitaka Fujino
Keiichiro Matsumoto","Selesnya Aggro
W-U-B-R Control",Yoshitaka Fujino won 2-0-0
Round 10,4,"HarryJPN He/Him
Masashiro Kuroda He/Him","Selesnya Landfall
Izzet Spellementals",Masashiro Kuroda won 2-0-0
Round 10,5,"Sho Miyasaka
TASE YUYA Other","Izzet Prowess
Azorius Aggro",TASE YUYA won 2-1-0
Round 10,6,"yoshiki yamashita He/Him
Go Nakamura He/Him","Izzet Spellementals
Sultai Control",yoshiki yamashita won 2-1-0
Round 10,7,"takuya taniguchi
Ma Noah","Selesnya Landfall
Selesnya Ouroboroid",Ma Noah won 2-0-0
Round 10,8,"Satoshi Mizu
Sotaro Wada","Izzet Elementals
Izzet Prowess",Satoshi Mizu won 2-0-0
Round 10,9,"Hirotaka Kawasaki
Yuuki Fujii","Selesnya Ouroboroid
Azorius Flash",Hirotaka Kawasaki won 2-0-0
Round 10,10,"nakatatsuyoshi
Yoshihiko Ikawa He/Him","Izzet Prowess
Izzet Spellementals",Yoshihiko Ikawa won 2-0-0
Round 10,11,"Keita Ito
ホリエ トオル He/Him","Izzet Prowess
Jeskai Control",ホリエ トオル won 2-1-0
Round 10,12,"Yuya Hosokawa He/Him
Yukinori Ishibashi","Jeskai Control
Selesnya Landfall",Yukinori Ishibashi won 2-1-0
Round 10,13,"Shinya Saito He/Him
syaka3845","Temur Prowess
Temur Prowess",Shinya Saito won 2-0-0
Round 10,14,"Tomohiro Matsumoto He/Him
Kenji Sego","Izzet Spellementals
Izzet Spellementals",Tomohiro Matsumoto won 2-1-0
Round 10,15,"toru kono
Hiroaki Kitahara","Izzet Spellementals
Sultai Control",Hiroaki Kitahara won 2-1-0
Round 10,16,"Sho Yoshimori He/Him
junpei nakamura","Selesnya Landfall
Golgari Midrange",junpei nakamura won 2-1-0
Round 10,17,"Yu Tanaka
YUSUKE NAKAMURA","Golgari Control
Izzet Prowess",YUSUKE NAKAMURA won 2-0-0
Round 10,18,"sho kamezaki
Keita Tonouchi He/Him","Mono-Green Landfall
Selesnya Landfall",Keita Tonouchi won 2-0-0
Round 10,19,"naoki kamizono
YUJI KAWABATA He/Him","Temur Prowess
Izzet Spellementals",YUJI KAWABATA won 2-0-0
Round 10,20,"Kenta Imai He/Him
Keisuke Sato","Izzet Prowess
Temur Prowess",Kenta Imai won 2-1-0
Round 10,21,"Marei Okamura
shohei kiyota","Sultai Control
Izzet Prowess",Marei Okamura won 2-0-0
Round 10,22,"Rei Hirayama
Hojun Yoon","Izzet Spellementals
Izzet Aggro",Rei Hirayama won 2-0-0
Round 10,23,"Kenya Ishikawa He/Him
Yutaro Morimoto He/Him","Izzet Spellementals
Selesnya Ouroboroid",Kenya Ishikawa won 2-0-0
Round 10,24,"RuiyuanLu
TomohiroSakai He/Him","Dimir Midrange
Izzet Prowess",RuiyuanLu won 2-1-0
Round 10,25,"Masaki Oi
baronlee","Izzet Prowess
Temur",Masaki Oi won 2-1-0
Round 10,26,"Shingo Takada He/Him
Daichi Takemura Other","Izzet Elementals
Selesnya Ouroboroid",Shingo Takada won 2-1-0
Round 10,27,"TakahashiRyoma
Hiroki Yamagata","Golgari Demons
Izzet Prowess",TakahashiRyoma won 2-0-0
Round 10,28,"Tomonori Hirami
Keisuke Komatsu","Azorius Flash
Izzet Spellementals",Tomonori Hirami won 2-1-0
Round 10,29,"KazukiYada
Masaaki Hitomi He/Him","Temur Prowess
Selesnya Aggro",KazukiYada won 2-1-0
Round 10,30,"grodri1999
Yoshiyuki Ogyu","Bant Rhythm
Dimir Excruciator",Yoshiyuki Ogyu won 2-0-0
Round 10,31,"Shimpo Kosuke
Takato Ueno","Izzet Prowess
Temur Prowess",Shimpo Kosuke won 2-0-0
Round 10,32,"Gaku Oohashi
Toshiki Okai","Selesnya Landfall
Izzet Prowess",Toshiki Okai won 2-1-0
Round 10,33,"Koki Nakamura
Masakuni Hamaguchi","Selesnya Landfall
Selesnya Landfall",Koki Nakamura won 2-0-0
Round 10,34,"taiyo ishii He/Him
Masahiko Noguchi","Izzet
Selesnya Landfall",Masahiko Noguchi won 2-1-0
Round 10,35,"Ryota Motegi
Takumi Utsunomiya He/Him","Mardu
Izzet Spellementals",Takumi Utsunomiya won 2-1-0
Round 10,36,"taegyun lim
Atsushi Hozuki","Grixis Midrange
Selesnya Aggro",taegyun lim won 2-0-0
Round 10,37,"Shinnosuke Hando
Hosokawa Kouta He/Him","Selesnya
Bant Rhythm",Hosokawa Kouta won 2-1-0
Round 10,38,"Haruka Murano He/They
Hiroki Kageyama","Dimir Excruciator
Izzet Otters",Hiroki Kageyama won 2-1-0
Round 10,39,"TAKUYA HASEGAWA
Charles Namchaisiri","Selesnya Landfall
Izzet Spellementals",TAKUYA HASEGAWA won 2-0-0
Round 10,40,"Yusuke Takaoka He/Him
yusuke matsubara","Izzet Aggro
Izzet Lessons",Yusuke Takaoka won 2-1-0
Round 10,41,"Yuta Inukai He/Him
Yuusuke Ooyama","Selesnya Landfall
Izzet Elementals",Yuusuke Ooyama won 2-1-0
Round 10,42,"Taishi_Tokairin
Keisuke Naitou","Selesnya Landfall
Temur Prowess",Taishi_Tokairin won 2-0-0
Round 10,43,"ryo kasuga
LiDuoyan","Selesnya Landfall
Azorius Blink",LiDuoyan won 2-0-0
Round 10,44,"fukutome masayuki He/Him
Hideki Yoshioka He/Him","Sultai Control
Azorius Flash",fukutome masayuki won 2-1-0
Round 10,45,"Tomoya Kobayashi
Takaya Saito","Izzet Control
Azorius Control",Tomoya Kobayashi won 2-1-0
Round 10,46,"HIDEYUKI ICHIKAWA
takahiro yamaguchi","Izzet Prowess
Izzet Lessons",takahiro yamaguchi won 2-0-0
Round 10,47,"Kazuhiro Noine
SAYAMA TATSUNOSUKE","Selesnya Landfall
Dimir Control",SAYAMA TATSUNOSUKE won 2-1-0
Round 10,48,"yuuji yoshida
yamamotoatsushi","Temur Aggro
Mono-Green Landfall",yamamotoatsushi won 2-0-0
Round 10,49,"maegawa
Eisuke Oono He/Him","Selesnya Aggro
Selesnya Landfall",maegawa won 2-1-0
Round 10,50,"Masayoshi Yoshida
kento shiraki He/Him","Selesnya Landfall
Selesnya Landfall",kento shiraki won 2-1-0
Round 10,51,"Tomoya Tanaka
hirofumi nakamatsu","Izzet Prowess
Temur Aggro",Tomoya Tanaka won 2-1-0
Round 10,52,"Shunsuke Nose He/Him
Dod2gaia He/Him","Izzet Monument
Jeskai Control",Dod2gaia won 2-1-0
Round 10,53,"Takayuki Rita
shinichiro watanabe","Jeskai Control
Temur Prowess",shinichiro watanabe won 2-0-0
Round 10,54,"Yuichiro Maruyama
KatsumataTomoaki","Izzet Spellementals
Temur Prowess",KatsumataTomoaki won 2-0-0
Round 10,55,"ryuichiro ishida He/Him
Katsuki Fukumoto He/Him","Selesnya Rhythm
Selesnya Landfall",ryuichiro ishida won 2-1-0
Round 10,56,"Yuta Akamine They/Them
Akira Yamawaki","Izzet Spellementals
Azorius Tempo",Yuta Akamine won 2-0-0
Round 10,57,"Tamon
Shogo Kajita","Dimir Excruciator
U-B-R-G Reanimator",Tamon won 2-1-0
Round 10,58,"Miyanishi Makoto He/Him
Yosuke Kasagawa","Izzet Prowess
Mono-Green Aggro",Yosuke Kasagawa won 2-0-0
Round 10,59,"Hiroaki Taniguchi He/Him
Kim Hoyeon He/Him","Golgari Midrange
Golgari Midrange",Kim Hoyeon won 2-1-0
Round 10,60,"ryuji mimido
John Im He/Him","Dimir Demons
Izzet",John Im won 2-1-0
Round 10,61,"藤垣 琢矢 He/Him
Takeshi Miyawaki He/Him","Mono-Green Aggro
Dimir Excruciator",Takeshi Miyawaki won 2-1-0
Round 10,62,"naoto yamane
emotosatoshi","Selesnya Ouroboroid
Temur Prowess",naoto yamane won 2-0-0
Round 10,63,"Takashi Inui
Hiroki Toyota","Izzet Spellementals
Mono-Green Landfall",Takashi Inui won 2-1-0
Round 10,64,"Ryutarou Machida
sintarou yamada","Jeskai Control
Izzet Prowess",sintarou yamada won 2-1-0
Round 10,65,"ERISON
Masayasu","Mono-White Tokens
Izzet Elementals",ERISON won 2-1-0
Round 10,66,"Hasedaigo
Ryosuke Okada He/Him","Izzet Aggro
Izzet Aggro",Hasedaigo won 2-1-0
Round 10,67,"JunSatoX1
genki ogino","Boros Tokens
Izzet Aggro",genki ogino won 2-1-0
Round 10,68,"HARUKA KAWANOBE
syuhei nakayama","Izzet Midrange
Izzet Prowess",HARUKA KAWANOBE won 2-0-0
Round 10,69,"HYUNDEOK JANG He/Him
IchiwakiFumihiro","Boros Dragons
Jeskai Control",IchiwakiFumihiro won 2-1-0
Round 11,-,JunSatoX1,Boros Tokens,JunSatoX1 was assigned a bye
Round 11,1,"ReiSakano Other
Yoshitaka Fujino","Jeskai Control
Selesnya Aggro",ReiSakano won 2-1-0
Round 11,2,"Masataka Hori
Keiichiro Matsumoto","Selesnya Ouroboroid
W-U-B-R Control",Keiichiro Matsumoto won 2-0-0
Round 11,3,"Tomohiro Matsumoto He/Him
MASAHIDE MORIYAMA","Izzet Spellementals
Izzet Spellementals",MASAHIDE MORIYAMA won 2-1-0
Round 11,4,"Ma Noah
Hiroaki Kitahara","Selesnya Ouroboroid
Sultai Control",Ma Noah won 2-1-0
Round 11,5,"akira ishikawa
Yoshihiko Ikawa He/Him","Selesnya Landfall
Izzet Spellementals",Yoshihiko Ikawa won 2-0-0
Round 11,6,"Yukinori Ishibashi
TASE YUYA Other","Selesnya Landfall
Azorius Aggro",TASE YUYA won 2-1-0
Round 11,7,"Hirotaka Kawasaki
Satoshi Mizu","Selesnya Ouroboroid
Izzet Elementals",Satoshi Mizu won 2-0-0
Round 11,8,"Shinya Saito He/Him
yoshiki yamashita He/Him","Temur Prowess
Izzet Spellementals",Shinya Saito won 2-0-0
Round 11,9,"ホリエ トオル He/Him
Masashiro Kuroda He/Him","Jeskai Control
Izzet Spellementals",ホリエ トオル won 2-0-0
Round 11,10,"HarryJPN He/Him
Kenya Ishikawa He/Him","Selesnya Landfall
Izzet Spellementals",HarryJPN won 2-1-0
Round 11,11,"junpei nakamura
nakatatsuyoshi","Golgari Midrange
Izzet Prowess",nakatatsuyoshi won 2-0-0
Round 11,12,"Tomonori Hirami
Yuya Hosokawa He/Him","Azorius Flash
Jeskai Control",Tomonori Hirami won 2-1-0
Round 11,13,"Hiroki Kageyama
Yusuke Takaoka He/Him","Izzet Otters
Izzet Aggro",Yusuke Takaoka won 2-1-0
Round 11,14,"Sotaro Wada
Sho Miyasaka","Izzet Prowess
Izzet Prowess",Sotaro Wada won 2-1-0
Round 11,15,"Masaki Oi
syaka3845","Izzet Prowess
Temur Prowess",Masaki Oi won 2-1-0
Round 11,16,"TakahashiRyoma
toru kono","Golgari Demons
Izzet Spellementals",TakahashiRyoma won 2-1-0
Round 11,17,"Kenji Sego
Rei Hirayama","Izzet Spellementals
Izzet Spellementals",Rei Hirayama won 2-0-0
Round 11,18,"Shingo Takada He/Him
Marei Okamura","Izzet Elementals
Sultai Control",Shingo Takada won 2-1-0
Round 11,19,"YUSUKE NAKAMURA
taegyun lim","Izzet Prowess
Grixis Midrange",YUSUKE NAKAMURA won 2-0-0
Round 11,20,"Toshiki Okai
Yuuki Fujii","Izzet Prowess
Azorius Flash",Toshiki Okai won 2-0-0
Round 11,21,"Yuusuke Ooyama
takuya taniguchi","Izzet Elementals
Selesnya Landfall",takuya taniguchi won 2-1-0
Round 11,22,"Hosokawa Kouta He/Him
RuiyuanLu","Bant Rhythm
Dimir Midrange",Hosokawa Kouta won 2-1-0
Round 11,23,"Yoshiyuki Ogyu
Keita Ito","Dimir Excruciator
Izzet Prowess",Keita Ito won 2-0-0
Round 11,24,"Kenta Imai He/Him
TAKUYA HASEGAWA","Izzet Prowess
Selesnya Landfall",Kenta Imai won 2-1-0
Round 11,25,"Shimpo Kosuke
Go Nakamura He/Him","Izzet Prowess
Sultai Control",Shimpo Kosuke won 2-0-0
Round 11,26,"Taishi_Tokairin
KazukiYada","Selesnya Landfall
Temur Prowess",Taishi_Tokairin won 2-0-0
Round 11,27,"YUJI KAWABATA He/Him
Keita Tonouchi He/Him","Izzet Spellementals
Selesnya Landfall",YUJI KAWABATA won 2-1-0
Round 11,28,"Masahiko Noguchi
Takumi Utsunomiya He/Him","Selesnya Landfall
Izzet Spellementals",Takumi Utsunomiya won 2-1-0
Round 11,29,"Sho Yoshimori He/Him
Koki Nakamura","Selesnya Landfall
Selesnya Landfall",Koki Nakamura won 2-1-0
Round 11,30,"Tomoya Kobayashi
LiDuoyan","Izzet Control
Azorius Blink",Tomoya Kobayashi won 2-1-0
Round 11,31,"fukutome masayuki He/Him
Takato Ueno","Sultai Control
Temur Prowess",fukutome masayuki won 2-0-0
Round 11,32,"yamamotoatsushi
Kim Hoyeon He/Him","Mono-Green Landfall
Golgari Midrange",yamamotoatsushi won 2-1-0
Round 11,33,"Tamon
Keisuke Komatsu","Dimir Excruciator
Izzet Spellementals",Keisuke Komatsu won 2-0-0
Round 11,34,"Haruka Murano He/They
Masaaki Hitomi He/Him","Dimir Excruciator
Selesnya Aggro",Haruka Murano won 2-1-0
Round 11,35,"Takeshi Miyawaki He/Him
Keisuke Sato","Dimir Excruciator
Temur Prowess",Keisuke Sato won 2-1-0
Round 11,36,"Yu Tanaka
Tomoya Tanaka","Golgari Control
Izzet Prowess",Tomoya Tanaka won 2-0-0
Round 11,37,"TomohiroSakai He/Him
Shinnosuke Hando","Izzet Prowess
Selesnya",Shinnosuke Hando won 2-0-0
Round 11,38,"naoki kamizono
ryuichiro ishida He/Him","Temur Prowess
Selesnya Rhythm",naoki kamizono won 2-1-0
Round 11,39,"Atsushi Hozuki
shohei kiyota","Selesnya Aggro
Izzet Prowess",shohei kiyota won 2-0-0
Round 11,40,"Yuta Inukai He/Him
Yutaro Morimoto He/Him","Selesnya Landfall
Selesnya Ouroboroid",Yuta Inukai won 2-1-0
Round 11,41,"grodri1999
yusuke matsubara","Bant Rhythm
Izzet Lessons",grodri1999 won 2-0-0
Round 11,42,"Daichi Takemura Other
Keisuke Naitou","Selesnya Ouroboroid
Temur Prowess",Keisuke Naitou won 2-0-0
Round 11,43,"baronlee
Gaku Oohashi","Temur
Selesnya Landfall",Gaku Oohashi won 2-0-0
Round 11,44,"takahiro yamaguchi
Ryota Motegi","Izzet Lessons
Mardu",takahiro yamaguchi won 2-1-0
Round 11,45,"SAYAMA TATSUNOSUKE
taiyo ishii He/Him","Dimir Control
Izzet",taiyo ishii won 2-0-0
Round 11,46,"shinichiro watanabe
kento shiraki He/Him","Temur Prowess
Selesnya Landfall",shinichiro watanabe won 2-1-0
Round 11,47,"sho kamezaki
Yosuke Kasagawa","Mono-Green Landfall
Mono-Green Aggro",sho kamezaki won 2-1-0
Round 11,48,"naoto yamane
ERISON","Selesnya Ouroboroid
Mono-White Tokens",naoto yamane won 2-0-0
Round 11,49,"Yuta Akamine They/Them
Dod2gaia He/Him","Izzet Spellementals
Jeskai Control",Yuta Akamine won 2-1-0
Round 11,50,"sintarou yamada
Charles Namchaisiri","Izzet Prowess
Izzet Spellementals",Charles Namchaisiri won 2-0-0
Round 11,51,"Hasedaigo
Takashi Inui","Izzet Aggro
Izzet Spellementals",Takashi Inui won 2-0-0
Round 11,52,"KatsumataTomoaki
maegawa","Temur Prowess
Selesnya Aggro",maegawa won 2-0-0
Round 11,53,"Hojun Yoon
John Im He/Him","Izzet Aggro
Izzet",Hojun Yoon won 2-1-0
Round 11,54,"Masakuni Hamaguchi
Hideki Yoshioka He/Him","Selesnya Landfall
Azorius Flash",Masakuni Hamaguchi won 2-0-0
Round 11,55,"HIDEYUKI ICHIKAWA
ryo kasuga","Izzet Prowess
Selesnya Landfall",ryo kasuga won 2-1-0
Round 11,56,"Takaya Saito
Hiroki Toyota","Azorius Control
Mono-Green Landfall",Takaya Saito won 2-1-0
Round 11,57,"Ryutarou Machida
Katsuki Fukumoto He/Him","Jeskai Control
Selesnya Landfall",Ryutarou Machida won 2-0-0
Round 11,58,"Akira Yamawaki
Kazuhiro Noine","Azorius Tempo
Selesnya Landfall",Kazuhiro Noine won 2-1-0
Round 11,59,"IchiwakiFumihiro
genki ogino","Jeskai Control
Izzet Aggro",IchiwakiFumihiro won 2-1-0
Round 11,60,"藤垣 琢矢 He/Him
HARUKA KAWANOBE","Mono-Green Aggro
Izzet Midrange",藤垣 琢矢 won 2-1-0
Round 11,61,"Hiroaki Taniguchi He/Him
emotosatoshi","Golgari Midrange
Temur Prowess",Hiroaki Taniguchi won 2-1-0
Round 11,62,"Miyanishi Makoto He/Him
Shunsuke Nose He/Him","Izzet Prowess
Izzet Monument",Miyanishi Makoto won 2-1-0
Round 11,63,"ryuji mimido
Shogo Kajita","Dimir Demons
U-B-R-G Reanimator",Shogo Kajita won 2-0-0
Round 11,64,"yohei hoshino
Takayuki Rita","Temur Prowess
Jeskai Control",yohei hoshino won 2-0-0
Round 12,-,genki ogino,Izzet Aggro,genki ogino was assigned a bye
Round 12,1,"ReiSakano Other
Satoshi Mizu","Jeskai Control
Izzet Elementals",ReiSakano won 2-1-0
Round 12,2,"ホリエ トオル He/Him
Ma Noah","Jeskai Control
Selesnya Ouroboroid",ホリエ トオル won 2-1-0
Round 12,3,"Keiichiro Matsumoto
MASAHIDE MORIYAMA","W-U-B-R Control
Izzet Spellementals",Keiichiro Matsumoto won 2-1-0
Round 12,4,"Yoshihiko Ikawa He/Him
Shinya Saito He/Him","Izzet Spellementals
Temur Prowess",Yoshihiko Ikawa won 2-1-0
Round 12,5,"TASE YUYA Other
Masataka Hori","Azorius Aggro
Selesnya Ouroboroid",TASE YUYA won 2-0-0
Round 12,6,"Yoshitaka Fujino
HarryJPN He/Him","Selesnya Aggro
Selesnya Landfall",HarryJPN won 2-0-0
Round 12,7,"Tomonori Hirami
Taishi_Tokairin","Azorius Flash
Selesnya Landfall",Tomonori Hirami won 2-1-0
Round 12,8,"Kenta Imai He/Him
Hirotaka Kawasaki","Izzet Prowess
Selesnya Ouroboroid",Kenta Imai won 2-1-0
Round 12,9,"nakatatsuyoshi
YUJI KAWABATA He/Him","Izzet Prowess
Izzet Spellementals",YUJI KAWABATA won 2-1-0
Round 12,10,"Takumi Utsunomiya He/Him
takuya taniguchi","Izzet Spellementals
Selesnya Landfall",Takumi Utsunomiya won 2-1-0
Round 12,11,"Shingo Takada He/Him
Hiroaki Kitahara","Izzet Elementals
Sultai Control",Shingo Takada won 2-0-0
Round 12,12,"Hosokawa Kouta He/Him
YUSUKE NAKAMURA","Bant Rhythm
Izzet Prowess",YUSUKE NAKAMURA won 2-0-0
Round 12,13,"Sotaro Wada
Rei Hirayama","Izzet Prowess
Izzet Spellementals",Rei Hirayama won 2-1-0
Round 12,14,"Toshiki Okai
Shimpo Kosuke","Izzet Prowess
Izzet Prowess",Toshiki Okai won 2-1-0
Round 12,15,"Yusuke Takaoka He/Him
Masashiro Kuroda He/Him","Izzet Aggro
Izzet Spellementals",Yusuke Takaoka won 2-1-0
Round 12,16,"Yukinori Ishibashi
akira ishikawa","Selesnya Landfall
Selesnya Landfall",Yukinori Ishibashi won 2-0-0
Round 12,17,"yoshiki yamashita He/Him
Masaki Oi","Izzet Spellementals
Izzet Prowess",yoshiki yamashita won 2-1-0
Round 12,18,"Koki Nakamura
Tomohiro Matsumoto He/Him","Selesnya Landfall
Izzet Spellementals",Koki Nakamura won 2-1-0
Round 12,19,"TakahashiRyoma
Keita Ito","Golgari Demons
Izzet Prowess",TakahashiRyoma won 2-0-0
Round 12,20,"junpei nakamura
fukutome masayuki He/Him","Golgari Midrange
Sultai Control",junpei nakamura won 2-1-0
Round 12,21,"Tomoya Kobayashi
Hojun Yoon","Izzet Control
Izzet Aggro",Hojun Yoon won 2-1-0
Round 12,22,"toru kono
shinichiro watanabe","Izzet Spellementals
Temur Prowess",toru kono won 2-0-0
Round 12,23,"taiyo ishii He/Him
sho kamezaki","Izzet
Mono-Green Landfall",taiyo ishii won 2-0-0
Round 12,24,"Tomoya Tanaka
Yuya Hosokawa He/Him","Izzet Prowess
Jeskai Control",Tomoya Tanaka won 2-0-0
Round 12,25,"Go Nakamura He/Him
Sho Miyasaka","Sultai Control
Izzet Prowess",1-1-0 Draw
Round 12,26,"naoto yamane
Masakuni Hamaguchi","Selesnya Ouroboroid
Selesnya Landfall",naoto yamane won 2-1-0
Round 12,27,"Charles Namchaisiri
RuiyuanLu","Izzet Spellementals
Dimir Midrange",Charles Namchaisiri won 2-0-0
Round 12,28,"Yuusuke Ooyama
Keisuke Naitou","Izzet Elementals
Temur Prowess",Keisuke Naitou won 2-1-0
Round 12,29,"Masahiko Noguchi
Hiroki Kageyama","Selesnya Landfall
Izzet Otters",Hiroki Kageyama won 2-0-0
Round 12,30,"Keisuke Sato
Marei Okamura","Temur Prowess
Sultai Control",Keisuke Sato won 2-0-0
Round 12,31,"KazukiYada
yamamotoatsushi","Temur Prowess
Mono-Green Landfall",yamamotoatsushi won 2-0-0
Round 12,32,"taegyun lim
Shinnosuke Hando","Grixis Midrange
Selesnya",Shinnosuke Hando won 2-0-0
Round 12,33,"syaka3845
Takashi Inui","Temur Prowess
Izzet Spellementals",Takashi Inui won 2-0-0
Round 12,34,"grodri1999
naoki kamizono","Bant Rhythm
Temur Prowess",grodri1999 won 2-1-0
Round 12,35,"maegawa
Keisuke Komatsu","Selesnya Aggro
Izzet Spellementals",Keisuke Komatsu won 2-1-0
Round 12,36,"Yuuki Fujii
shohei kiyota","Azorius Flash
Izzet Prowess",shohei kiyota won 2-0-0
